,tournament_id,group_id,tournament_type,tournament_progression,tournament_name,tournament_start,tournament_end
324,59448,11676,2,Standard,XXXII LEGA GLADIO - Panico,2023-04-02,2023-04-02
325,59447,11676,2,Standard,XXXII LEGA GLADIO - Farina,2023-04-02,2023-04-02
326,59446,647,2,Standard,SWL XCVI Premier,2023-04-02,2023-04-02
327,59445,647,2,Standard,SWL XCVI Torgan fix,2023-04-02,2023-04-02
328,59443,647,2,Standard,SWL XCVI Torgan Silvermead Conference,2023-04-02,2023-04-02
329,59442,647,2,Standard,SWL XCVI Ubirr III Conf,2023-04-02,2023-04-02
330,59440,647,2,Standard,SWL XCVI Cold Rock Regional,2023-04-02,2023-04-02
331,59439,647,3,Standard,SWL XCVI QPool,2023-04-02,2023-04-02
332,59426,10863,2,Standard,DACH 15 DIV 1,2023-03-31,2023-03-31
333,59425,10863,2,Standard,DACH 15 DIV 2,2023-03-31,2023-03-31
334,59424,10863,2,Standard,DACH 15 DIV 3,2023-03-31,2023-03-31
335,59423,10863,2,Standard,DACH 15 DIV4,2023-03-31,2023-03-31
336,59421,15668,2,Standard,NFC North vs NFC South,2023-03-31,2023-03-31
337,59420,15668,2,Standard,NFC East vs NFC West,2023-03-31,2023-03-31
338,59419,15668,2,Standard,AFC North vs AFC South,2023-03-31,2023-03-31
339,59417,15668,2,Standard,AFC East vs AFC West,2023-03-31,2023-03-31
340,59416,16295,2,Standard,Viva Spanã,2023-03-30,2023-03-30
341,59415,1927,1,Standard,UI XIX Qualifier: Celestial Lantern,2023-03-30,2023-03-30
342,59414,1928,1,Standard,UI XIX Qualifier: Steel Lantern,2023-03-29,2023-03-29
343,59413,1928,1,Standard,UI XIX Qualifier: Obsidian Lantern,2023-03-29,2023-03-29
344,59412,1928,1,Standard,UI XIX Qualifier: Crimson Lantern,2023-03-29,2023-03-29
345,59411,1928,1,Standard,UI XIX Qualifier: Copper Lantern,2023-03-29,2023-03-29
346,59410,1928,1,Standard,UI XIX Qualifier: Bronze Lantern,2023-03-29,2023-03-29
347,59409,1928,1,Standard,UI XIX Qualifier: Brass Lantern,2023-03-29,2023-03-29
348,59408,1928,1,Standard,UI XIX Qualifier: Ash Lantern,2023-03-29,2023-03-29
349,59407,1928,1,Standard,UI XIX Qualifier: Alabaster Lantern,2023-03-29,2023-03-29
350,59406,1927,1,Standard,UI XIX Qualifier: Gold Lantern,2023-03-29,2023-03-29
351,59405,1927,1,Standard,UI XIX Qualifier: Light Lantern,2023-03-29,2023-03-29
352,59404,1927,1,Standard,UI XIX Qualifier: Jade Lantern,2023-03-29,2023-03-29
353,59403,1927,1,Standard,UI XIX Qualifier: Grey Lantern,2023-03-29,2023-03-29
354,59401,1927,1,Standard,UI XIX Qualifier: Bright Lantern,2023-03-29,2023-03-29
355,59400,1927,1,Standard,UI XIX Qualifier: Amber  Lantern,2023-03-29,2023-03-29
356,59399,1927,1,Standard,UI XIX Qualifier: Amethyst Lantern,2023-03-29,2023-03-29
357,59398,16155,1,Standard,Anniversary Mega Monster Bowl!,2023-03-29,2023-03-29
358,59396,15449,3,Standard,Rookie Bowl Quick Nastja,2023-03-28,2023-03-28
359,59384,16162,2,Standard,Group 11 WC Alicante training,2023-03-27,2023-03-27
360,59383,9298,4,Standard,Tilean Team Cup - EU,2023-03-27,2023-03-27
361,59380,16040,2,Standard,TSL Regular Season,2023-03-27,2023-03-27
362,59375,3180,3,Standard,145 Tuna Cup,2023-03-26,2023-03-26
363,59374,9298,4,Standard,Tilean Team Cup - NA,2023-03-26,2023-03-26
364,59373,16341,3,Standard,Will Will Win?,2023-03-26,2023-03-26
365,59367,16332,3,Standard,RR,2023-03-23,2023-03-23
366,59366,15482,1,Standard,Jester's Cup Season 2,2023-03-23,2023-03-23
367,59365,15482,1,Standard,Play-Offs Season 2,2023-03-23,2023-03-23
368,59364,10068,1,Standard,DLE Pro Bowl 13,2023-03-22,2023-03-22
369,59363,15329,2,Standard,En route pour Alicante,2023-03-22,2023-03-22
370,59361,647,3,Standard,SWL Trial of Blood XCV Blood Harder,2023-03-21,2023-03-21
371,59358,15469,2,Standard,NCBB S42 Big Beast-SCC Conference Crossover,2023-03-21,2023-03-21
372,59357,15469,2,Standard,NCBB S42 UAC-FBC Conference Crossover,2023-03-21,2023-03-21
373,59354,15469,2,Standard,NCBB S42 AKC-Smack Conference Crossover,2023-03-21,2023-03-21
374,59353,15469,2,Standard,NCBB S42 Non-AQ Conference Play,2023-03-21,2023-03-21
375,59352,10473,3,Standard,Monday 3,2023-03-20,2023-03-20
376,59349,15398,2,Standard,Liga FiestaPOW II,2023-03-20,2023-03-20
377,59348,12801,2,Standard,GHBBL Season 6,2023-03-20,2023-03-20
378,59347,3035,1,Standard,145 KO Cup 67,2023-03-20,2023-03-20
379,59345,16007,2,Standard,ERL Western Division 7s,2023-03-20,2023-03-20
380,59344,16007,2,Standard,ERL Eastern Division 7s,2023-03-20,2023-03-20
381,59343,14741,1,Standard,DIBBL S32: The 'Tickling' Playoffs,2023-03-20,2023-03-20
382,59342,14741,1,Standard,DIBBL S32: The Participation Plate,2023-03-20,2023-03-20
383,59341,14741,1,Standard,DIBBL S32: The Wobbly Boot,2023-03-20,2023-03-20
384,59339,15026,3,Standard,Season 9,2023-03-19,2023-03-19
385,59336,16311,3,Standard,DojebaneCiachaCup,2023-03-18,2023-03-18
386,59330,16311,3,Standard,BonitkiCup,2023-03-17,2023-03-17
387,59320,7412,1,Standard,Nacktschneke Premiership PLAYOFFS,2023-03-15,2023-03-15
388,59319,15025,2,Standard,HBL2023 XXL Rückrunde,2023-03-15,2023-03-15
389,59313,12512,1,Standard,Playoffs - Saison 7,2023-03-15,2023-03-15
390,59312,12512,1,Standard,Challenge La Châtaigne - Saison 7,2023-03-15,2023-03-15
391,59310,2294,1,Standard,Royal Rookie Rumble 540,2023-03-15,2023-03-15
392,59306,16299,2,Standard,BBB tournament,2023-03-14,2023-03-14
393,59305,14726,2,Standard,NWBL: Season π - Gold League,2023-03-14,2023-03-14
394,59304,14726,2,Standard,NWBL: Season π - Silver League (Odds),2023-03-14,2023-03-14
395,59303,14726,2,Standard,NWBL: Season π - Silver League (Evens),2023-03-14,2023-03-14
396,59302,14726,2,Standard,NWBL: Season π - Bronze League,2023-03-14,2023-03-14
397,59301,16162,2,Standard,Group 10 WC Alicante training,2023-03-14,2023-03-14
398,59296,16280,3,Standard,TBBF Season 1 - Part 1,2023-03-14,2023-03-14
399,59294,15028,1,Standard,TILT Season 5: Playoffs,2023-03-14,2023-03-14
400,59293,14863,1,Standard,SLA20 Season Three: Playoffs,2023-03-14,2023-03-14
401,59292,14863,1,Standard,SLA20 Season Three: Shady Underground Tournament,2023-03-14,2023-03-14
402,59290,15449,3,Standard,Rookie Bowl Spring Mayhem,2023-03-13,2023-03-13
403,59289,15980,2,Standard,NFC Season 1 Phase 2,2023-03-13,2023-03-13
404,59288,15980,2,Standard,AFC S1 Phase 2,2023-03-13,2023-03-13
405,59286,15973,1,Standard,IoMT:ng Season One Playoffs (Winter 2523),2023-03-12,2023-03-12
406,59285,14985,2,Standard,Season 3 - Spiked Bench Challenge Group 2,2023-03-12,2023-03-12
407,59284,14985,2,Standard,Season 3 - Spiked Bench Challenge Group 1,2023-03-12,2023-03-12
408,59283,3180,3,Standard,145 Cats Eyez Bowl,2023-03-12,2023-03-12
409,59281,16019,3,Standard,Open Pool 3,2023-03-12,2023-03-12
410,59278,16287,1,Standard,Copa Volaorets,2023-03-12,2023-03-12
411,59277,16287,2,Standard,Volaorets,2023-03-11,2023-03-11
412,59269,16287,2,Standard,Volaorets 2023,2023-03-11,2023-03-11
413,59263,2294,1,Standard,Royal Rookie Rumble 539,2023-03-10,2023-03-10
414,59262,12139,1,Standard,SIoMT Winter 2522 Season Seven Playoffs,2023-03-10,2023-03-10
415,59260,16201,3,Standard,BanterBowl Season V,2023-03-09,2023-03-09
416,59258,14720,1,Standard,[SL20] Old World Rookie Rumble #12,2023-03-09,2023-03-09
417,59249,16038,4,Standard,Szwajcar vol. 2 - WC2023,2023-03-08,2023-03-08
418,59248,8559,1,Standard,O[L]C 2016 Cup IX,2023-03-08,2023-03-08
419,59245,10738,2,Standard,Season IX,2023-03-08,2023-03-08
420,59244,16143,2,Standard,Weedy Bowl,2023-03-08,2023-03-08
421,59243,15287,2,Standard,EFFC Spring'23,2023-03-07,2023-03-07
422,59238,16280,2,Standard,TBBF is Back,2023-03-07,2023-03-07
423,59235,9828,2,Standard,TG Season XX BB2020 Veterans,2023-03-06,2023-03-06
424,59233,9828,4,Standard,TG Season XX BB2020 Rookies,2023-03-06,2023-03-06
425,59232,16024,2,Standard,Season 2 Group 1,2023-03-06,2023-03-06
426,59230,12734,2,Standard,Liga Conferencia T5,2023-03-06,2023-03-06
427,59229,13772,2,Standard,Liga ALGEBOWL-BBFANAY 2023 - IDA,2023-03-06,2023-03-06
428,59228,15014,3,Standard,Runde8,2023-03-06,2023-03-06
429,59220,16112,2,Standard,Liga Pro,2023-03-05,2023-03-05
430,59218,14741,1,Standard,DIBBL: Crap Bowl IX,2023-03-05,2023-03-05
431,59215,16230,2,Standard,Enter the Pitch (Reload),2023-03-05,2023-03-05
432,59210,16262,3,Standard,Round 1,2023-03-03,2023-03-03
433,59206,10068,1,Standard,Season 13 DLE Playoff,2023-03-03,2023-03-03
434,59203,16257,3,Standard,The FIRST,2023-03-03,2023-03-03
435,59200,10455,2,Standard,"CIBBL - Y10, Autumn - Gold Division",2023-03-03,2023-03-03
436,59199,10455,2,Standard,"CIBBL - Y10, Autumn - Silver Division",2023-03-03,2023-03-03
437,59198,10455,2,Standard,"CIBBL - Y10, Autumn - Bronze Division",2023-03-03,2023-03-03
438,59197,10455,2,Standard,"CIBBL - Y10, Autumn - Copper Division",2023-03-03,2023-03-03
439,59196,10455,2,Standard,"CIBBL - Y10, Autumn - Tin Division",2023-03-03,2023-03-03
440,59195,10455,2,Standard,"CIBBL - Y10, Autumn - Marble Division",2023-03-03,2023-03-03
441,59194,10455,2,Standard,"CIBBL - Y10, Autumn - Granite Division",2023-03-03,2023-03-03
442,59193,10455,2,Standard,"CIBBL - Y10, Autumn - Clay Division",2023-03-03,2023-03-03
443,59192,10455,2,Standard,"CIBBL - Y10, Autumn - Wood Division",2023-03-03,2023-03-03
444,59191,10455,2,Standard,"CIBBL - Y10, Autumn - Cloth Division",2023-03-03,2023-03-03
445,59187,16024,1,Standard,Playoffs 1,2023-03-02,2023-03-02
446,59186,16253,2,Standard,Hello,2023-03-02,2023-03-02
447,59179,13322,1,Standard,XXXL Bowl VI,2023-03-02,2023-03-02
448,59178,13322,1,Standard,Black Lantern VI,2023-03-02,2023-03-02
449,59176,13630,2,Standard,MBBL 5 - Minor League EST,2023-03-01,2023-03-01
450,59169,12077,4,Standard,SSL Open Invitational,2023-02-28,2023-02-28
451,59166,15963,2,Standard,FloBBL Season 3,2023-02-28,2023-02-28
452,59163,14942,2,Standard,Season 7 - Round 1 - Pool E,2023-02-27,2023-02-27
453,59162,14942,2,Standard,Season 7 - Round 1 - Pool D,2023-02-27,2023-02-27
454,59161,14942,2,Standard,Season 7 - Round 1 - Pool C,2023-02-27,2023-02-27
455,59160,14942,2,Standard,Season 7 - Round 1 - Pool B ,2023-02-27,2023-02-27
456,59156,14942,2,Standard,Season 7 - Round 1 - Pool A,2023-02-27,2023-02-27
457,59155,16224,3,Standard,New Tourney,2023-02-27,2023-02-27
458,59152,15449,1,Standard,Trident Bowl IV,2023-02-27,2023-02-27
459,59143,16162,2,Standard,Group 9 WC Alicante training,2023-02-26,2023-02-26
460,59137,15823,2,Standard,BHL Alicante,2023-02-25,2023-02-25
461,59131,2294,1,Standard,Royal Rookie Rumble 538,2023-02-24,2023-02-24
462,59126,14821,4,Standard,Secret Resurrection V,2023-02-22,2023-02-22
463,59120,13772,1,Standard,Copa del Caos - Finales 2023,2023-02-21,2023-02-21
464,59108,16198,2,Standard,Ribald Cup,2023-02-20,2023-02-20
465,59106,2616,4,Standard,2023 Regular Season,2023-02-20,2023-02-20
466,59105,15355,2,Standard,NeoFACFL Season 1-2,2023-02-19,2023-02-19
467,59104,15917,2,Standard,Online League,2023-02-18,2023-02-18
468,59103,16162,2,Standard,Group 8 WC Alicante training,2023-02-18,2023-02-18
469,59101,15294,2,Standard,sugma ligma diiiick,2023-02-18,2023-02-18
470,59100,15469,1,Standard,BCS National Championship Playoff - NCBB Season 41,2023-02-17,2023-02-17
471,59099,15469,1,Standard,Uluthan's Rose Bowl - NCBB Season 41,2023-02-17,2023-02-17
472,59098,15469,1,Standard,DeadEx Orange Bowl - NCBB Season 41,2023-02-17,2023-02-17
473,59097,15469,1,Standard,Tossit-os Fiesta Bowl - NCBB Season 41,2023-02-17,2023-02-17
474,59096,15469,1,Standard,WaffleHouse Salty Tears Bowl - NCBB Season 41,2023-02-17,2023-02-17
475,59095,15469,1,Standard,Kroxorade Cotton Bowl Classic - NCBB Season 41,2023-02-17,2023-02-17
476,59094,15469,1,Standard,Heinekhaine Citrus Bowl - NCBB Season 41,2023-02-17,2023-02-17
477,59093,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2023-02-17,2023-02-17
478,59092,15469,1,Standard,Penultimate Chumpionshit McNurgles Series SemiFail,2023-02-17,2023-02-17
479,59091,3110,1,Standard,Warpstone Open XVI,2023-02-16,2023-02-16
480,59087,16162,2,Standard,Group 7 WC Alicante training,2023-02-15,2023-02-15
481,59086,2294,1,Standard,Royal Rookie Rumble 537,2023-02-15,2023-02-15
482,59084,14720,1,Standard,[SL20] Old World Rookie Rumble #11,2023-02-14,2023-02-14
483,59083,2294,1,Standard,Royal Rookie Rumble 536,2023-02-14,2023-02-14
484,59078,14943,2,Standard,S3-LWN-B,2023-02-13,2023-02-13
485,59075,14943,2,Standard,S3-LWN-A,2023-02-13,2023-02-13
486,59074,13772,3,Standard,Copa del Caos 2023 - Fase de Clasificación ,2023-02-13,2023-02-13
487,59073,16162,2,Standard,Group 6 WC Alicante training,2023-02-13,2023-02-13
488,59071,16162,2,Standard,Group 5 WC Alicante training,2023-02-13,2023-02-13
489,59068,3180,3,Standard,145 Lost Nut Tournament,2023-02-13,2023-02-13
490,59060,12183,2,Standard,Liga por el puñetero Coronavirus VIII - Grupo B,2023-02-09,2023-02-09
491,59059,12183,2,Standard,Liga por el puñetero Coronavirus VIII - Grupo A,2023-02-09,2023-02-09
492,59054,16162,2,Standard,Group 4 WC Alicante training,2023-02-08,2023-02-08
493,59053,14919,2,Standard,XXL Idolz Season Final,2023-02-08,2023-02-08
494,59052,2294,1,Standard,Royal Rookie Rumble 535,2023-02-08,2023-02-08
495,59051,15085,2,Standard,JBL 31 - Divisions Est Jupiler vs Budweiser,2023-02-08,2023-02-08
496,59050,15085,2,Standard,JBL31 - Divisions Nord Jupiler vs Budweiser,2023-02-08,2023-02-08
497,59049,15085,2,Standard,JBL 31 - Divisions Sud Jupiler vs Budweiser,2023-02-08,2023-02-08
498,59048,15085,2,Standard,JBL 31 - Divisions Ouest Jupiler vs Budweiser,2023-02-08,2023-02-08
499,59043,16082,3,Standard,2023,2023-02-07,2023-02-07
500,59042,15329,4,Standard,En route pour Alicante,2023-02-07,2023-02-07
501,59040,14103,2,Standard,WORLD CUPAROONIE,2023-02-06,2023-02-06
502,59039,16024,2,Standard,Test Group D,2023-02-06,2023-02-06
503,59038,16024,2,Standard,Test Group C,2023-02-06,2023-02-06
504,59037,16024,2,Standard,Test Group B,2023-02-06,2023-02-06
505,59036,16024,2,Standard,Test Group A,2023-02-06,2023-02-06
506,59035,15668,2,Standard,AFC North vs NFC West,2023-02-06,2023-02-06
507,59034,15668,2,Standard,AFC West vs NFC North,2023-02-06,2023-02-06
508,59033,15668,2,Standard,AFC South vs NFC East,2023-02-06,2023-02-06
509,59032,15668,2,Standard,AFC East vs NFC South,2023-02-06,2023-02-06
510,59030,13198,3,Standard,1/4 Finals,2023-02-05,2023-02-05
511,59028,14949,2,Standard,WIL Premiership Division - Season LXVI,2023-02-05,2023-02-05
512,59027,14949,2,Standard,WIL Lion Conference Division - Season LXVI,2023-02-05,2023-02-05
513,59026,14949,2,Standard,WIL Unicorn Conference Division - Season LXVI,2023-02-05,2023-02-05
514,59025,14949,2,Standard,WIL Albany Regional Division - Season LXVI,2023-02-05,2023-02-05
515,59024,14949,2,Standard,WIL Great Albion Regional Division - Season LXVI,2023-02-05,2023-02-05
516,59021,14741,2,Standard,DIBBL 32: Un'kahk the Unlucky Division,2023-02-05,2023-02-05
517,59020,14741,2,Standard,DIBBL 32: Zak Efrork Division,2023-02-05,2023-02-05
518,59019,14741,2,Standard,DIBBL 32: Jibboo Division,2023-02-05,2023-02-05
519,59014,15690,2,Standard,1° Lega Idra - Girone A,2023-02-03,2023-02-03
520,59013,15690,2,Standard,1° Lega Idra - Girone B,2023-02-03,2023-02-03
521,59012,15690,2,Standard,1° Lega Idra - Girone C,2023-02-03,2023-02-03
522,59011,16162,2,Standard,Group 3 WC training,2023-02-03,2023-02-03
523,59010,15690,2,Standard,1° Lega Idra - Girone D,2023-02-03,2023-02-03
524,58996,13630,2,Standard,MBBL 5 - Major League NORD,2023-02-02,2023-02-02
525,58995,13630,2,Standard,MBBL 5 - Major League EST,2023-02-02,2023-02-02
526,58994,13630,2,Standard,MBBL 5 - Major League OUEST,2023-02-02,2023-02-02
527,58993,13630,2,Standard,MBBL 5 - Major League SUD,2023-02-02,2023-02-02
528,58992,13630,2,Standard,MBBL 5 - Minor League NORD,2023-02-02,2023-02-02
529,58991,13630,2,Standard,MBBL 5 - Minor League SUD,2023-02-02,2023-02-02
530,58990,3180,3,Standard,145 'Season of the Angry Squirrel',2023-02-01,2023-02-01
531,58989,16019,4,Standard,WC Swiss Tournament ,2023-02-01,2023-02-01
532,58988,16019,3,Standard,Open Pool 2,2023-02-01,2023-02-01
533,58987,13772,3,Standard,II Llombowl,2023-02-01,2023-02-01
534,58986,13520,1,Standard,Cyberpunk GOLD Division - Season 6 playoff,2023-02-01,2023-02-01
535,58985,2294,1,Standard,Royal Rookie Rumble 534,2023-02-01,2023-02-01
536,58980,12013,2,Standard,(TSD5) - Deeproot Strongbranch,2023-01-29,2023-01-29
537,58979,12013,2,Standard,(TSD5) - Varag Ghoul-Chewer,2023-01-29,2023-01-29
538,58978,12013,2,Standard,(TSD5) - Kreek Rustgouger,2023-01-29,2023-01-29
539,58977,12013,2,Standard,(TSD5) - Bomber Dripplesnot,2023-01-29,2023-01-29
540,58976,12013,2,Standard,(TSD5) - Morg 'n' Thorg,2023-01-29,2023-01-29
541,58975,12013,2,Standard,(TSD5) - Griff Oberwald,2023-01-29,2023-01-29
542,58974,12013,2,Standard,(TSD5) - Hakflem Shuttlespike,2023-01-29,2023-01-29
543,58968,16171,1,Standard,Test,2023-01-29,2023-01-29
544,58964,15084,2,Standard,Osbbl season X- The Wydrioth Wild Hunters conferan,2023-01-28,2023-01-28
545,58963,15084,2,Standard,Osbbl Season X the Ginger Thunder! Conferance,2023-01-28,2023-01-28
546,58962,15084,1,Standard,The Dead Rubber,2023-01-28,2023-01-28
547,58961,15084,1,Standard,Secret Tentacle Smack - Final,2023-01-28,2023-01-28
548,58958,16162,2,Standard,Group 2 WC training,2023-01-26,2023-01-26
549,58957,16162,2,Standard,Group 1 WC training,2023-01-25,2023-01-25
550,58956,3111,1,Standard,Warpstone Open XVI Qualifier XIII,2023-01-25,2023-01-25
551,58955,3111,1,Standard,Warpstone Open XVI Qualifier XII,2023-01-25,2023-01-25
552,58954,3111,1,Standard,Warpstone Open XVI Qualifier XI,2023-01-25,2023-01-25
553,58953,3111,1,Standard,Warpstone Open XVI Qualifier X,2023-01-25,2023-01-25
554,58952,3111,1,Standard,Warpstone Open XVI Qualifier IX,2023-01-25,2023-01-25
555,58951,3111,1,Standard,Warpstone Open XVI Qualifier VIII,2023-01-25,2023-01-25
556,58950,3111,1,Standard,Warpstone Open XVI Qualifier VII,2023-01-25,2023-01-25
557,58949,3111,1,Standard,Warpstone Open XVI Qualifier VI,2023-01-25,2023-01-25
558,58948,3111,1,Standard,Warpstone Open XVI Qualifier V,2023-01-25,2023-01-25
559,58947,3111,1,Standard,Warpstone Open XVI Qualifier IV,2023-01-25,2023-01-25
560,58946,3111,1,Standard,Warpstone Open XVI Qualifier III,2023-01-25,2023-01-25
561,58945,3111,1,Standard,Warpstone Open XVI Qualifier II,2023-01-25,2023-01-25
562,58944,3111,1,Standard,Warpstone Open XVI Qualifier I,2023-01-25,2023-01-25
563,58943,14385,4,Standard,Florence Fumbbl Fisticuff season 6 ROAD TO WC2023,2023-01-24,2023-01-24
564,58942,15748,2,Standard,GRBBL S6: Regular Season,2023-01-24,2023-01-24
565,58941,13259,2,Standard,Gen 2 League,2023-01-23,2023-01-23
566,58939,12311,1,Standard,Play Off VII Liga Canaria,2023-01-22,2023-01-22
567,58938,11676,2,Standard,XXXII LEGA GLADIO - Nick Martinelli,2023-01-22,2023-01-22
568,58937,11676,2,Standard,XXXII LEGA GLADIO - Joe Bomowski,2023-01-22,2023-01-22
569,58936,11676,2,Standard,XXXII LEGA GLADIO - Lincoln Hawk,2023-01-22,2023-01-22
570,58935,11676,2,Standard,XXXII LEGA GLADIO - John Spartan,2023-01-22,2023-01-22
571,58934,11676,2,Standard,XXXII LEGA GLADIO - Joseph Dredd,2023-01-22,2023-01-22
572,58933,11676,2,Standard,XXXII LEGA GLADIO - Marion Cobretti,2023-01-22,2023-01-22
573,58932,11676,2,Standard,XXXII LEGA GLADIO - Ray Tango,2023-01-22,2023-01-22
574,58931,11676,2,Standard,XXXII LEGA GLADIO - Robert Hatch,2023-01-22,2023-01-22
575,58930,11676,2,Standard,XXXII LEGA GLADIO - John Rambo,2023-01-22,2023-01-22
576,58929,11676,2,Standard,XXXII LEGA GLADIO - Rocky Balboa,2023-01-22,2023-01-22
577,58927,647,2,Standard,SWL XCV Premier,2023-01-22,2023-01-22
578,58925,647,2,Standard,SWL XCV Groth Paleflesh Conference,2023-01-22,2023-01-22
579,58924,647,2,Standard,SWL XCV Baron Von Kitemonger Conference,2023-01-22,2023-01-22
580,58923,647,2,Standard,SWL XCV Artoria Donatania Conference,2023-01-22,2023-01-22
581,58921,647,2,Standard,SWL XCV Apocolyptic SWL Predators Regional,2023-01-22,2023-01-22
582,58919,647,3,Standard,SWL QPool XCV,2023-01-22,2023-01-22
583,58917,14726,1,Standard,FA Cup - Season 3,2023-01-21,2023-01-21
584,58913,14942,1,Standard,WARBBL Playoofs SEASON 6,2023-01-20,2023-01-20
585,58912,15028,2,Standard,TILT Season 5: Division B,2023-01-20,2023-01-20
586,58911,15028,2,Standard,TILT Season 5: Division A,2023-01-20,2023-01-20
587,58910,15084,2,Standard,Secret Tentacle Smack - Hector Euclid Fondant's Qu,2023-01-20,2023-01-20
588,58909,15084,2,Standard,Secret Tentacle Smack - Verner Hishog's Lucid drea,2023-01-20,2023-01-20
589,58908,15469,3,Standard,NCBB S41 BCS Makeup Tournament,2023-01-19,2023-01-19
590,58907,15469,3,Standard,NCBB S41 Non-AQ Makeup,2023-01-19,2023-01-19
591,58903,11327,2,Standard,IoMT Season 11: The Artillery Barrage,2023-01-18,2023-01-18
592,58902,15980,2,Standard,NBBFL S1 NFC East,2023-01-18,2023-01-18
593,58901,15980,2,Standard,NBBFL S1 NFC SouthWest,2023-01-18,2023-01-18
594,58900,15980,2,Standard,NBBFL S1 NFC North,2023-01-18,2023-01-18
595,58899,15980,2,Standard,NBBFL S1 AFC South,2023-01-18,2023-01-18
596,58898,15980,2,Standard,NBBFL S1 AFC East,2023-01-18,2023-01-18
597,58897,15980,2,Standard,NBBFL S1 AFC West,2023-01-18,2023-01-18
598,58896,15980,2,Standard,NBBFL S1 AFC North,2023-01-18,2023-01-18
599,58895,15109,2,Standard,Season 2 - NA - Split 2,2023-01-17,2023-01-17
600,58894,15109,2,Standard,Season 2 - EU 2 - Split 2,2023-01-17,2023-01-17
